W_P10,W_P11,W_P12,W_P21,W_P22,W_P31,W_P110,W_P111,W_P112,W_P113,W_P121,W_P122,W_WP9,time
0.14559634401458976,0.09953680225917193,0.006971065139322001,0.01759184027719,0.008801483969274833,0.003231622904487064,-0.07619712793745738,0.036596012290063464,0.006905079717438818,0.0006620454959405661,0.009540642547786913,0.0030773967385706227,0.14559634401458976,0
0.14556022722883857,0.09950887453518603,0.006972512827388142,0.01758463428984656,0.00880003628121254,0.0032306398300595723,-0.07616101115168981,0.03658782322829621,0.006911821091152028,0.0006634931840051654,0.0095396594733609,0.0030783798129996208,0.14556022722883857,60
0.14552411893799747,0.09948095298376027,0.006973960562664198,0.017577430061803845,0.00879858854594033,0.0032296573186813508,-0.07612490286083237,0.03657963648887894,0.006918560095305332,0.0006649409192796816,0.009538676961984158,0.00307936232437935,0.14552411893799747,120
0.14548801914399026,0.0994530376065518,0.00697540834385118,0.01757022759347732,0.008797140764757192,0.003228675370203473,-0.07608880306680876,0.03657145207207821,0.006925296730931174,0.0006663887004651251,0.009537695013507758,0.0030803442728587352,0.14548801914399026,180
0.14545192784873812,0.09942512840522838,0.00697685616982543,0.017563026885270998,0.008795692938786783,0.0032276939844754615,-0.07605271177154027,0.036563269978147545,0.006932030998899668,0.0006678365264378371,0.009536713627781225,0.003081325658588252,0.14545192784873812,240
0.1454158450541618,0.09939722538145646,0.006978304039462753,0.01755582793758967,0.008794245069153302,0.0032267131613467654,-0.07601662897694761,0.036555090207341184,0.006938762900080779,0.0006692843960736212,0.009535732804654005,0.0030823064817184537,0.1454158450541618,300
0.14537977076218173,0.09936932853690264,0.006979751951645052,0.017548630750837582,0.008792797156974841,0.003225732900666965,-0.07598055468495118,0.03654691275991296,0.00694549243533877,0.0006707323082543842,0.009534752543975681,0.0030832867423997573,0.14537977076218173,360
0.14534370497471805,0.09934143787323353,0.006981199905254189,0.01754143532541914,0.00879134920336954,0.003224753202285238,-0.07594448889747119,0.03653873763611645,0.0069522196055382054,0.0006721802618619853,0.00953377284559543,0.0030842664407829874,0.14534370497471805,420
0.14530764769369048,0.09931355339211456,0.006982647899175879,0.01753424166173894,0.008789901209451684,0.0032237740660511914,-0.07590843161642725,0.03653056483620587,0.006958944411539157,0.0006736282557821393,0.009532793709362858,0.003085245577018537,0.14530764769369048,480
0.1452715989210187,0.099285675095212,0.0069840959322978995,0.01752704976020118,0.008788453176333498,0.0032227954918141464,-0.07587238284373919,0.03652239436043472,0.006965666854200336,0.0006750762889026254,0.009531815135127287,0.0030862241512570844,0.1452715989210187,540
0.14523555865862153,0.09925780298419075,0.006985544003510905,0.017519859621210502,0.008787005105124323,0.0032218174794233032,-0.07583634258132571,0.03651422620905686,0.006972386934377241,0.0006765243601140971,0.009530837122737917,0.003087202163649429,0.14523555865862153,600
0.14519952690841803,0.09922993706071623,0.0069869921117088635,0.017512671245171123,0.008785556996930195,0.0032208400287280603,-0.07580031083110589,0.03650606038232589,0.006979104652922288,0.0006779724683105212,0.009529859672044148,0.0030881796143461724,0.14519952690841803,660
0.14516350367232655,0.09920207732645311,0.006988440255787616,0.017505484632487658,0.00878410885285527,0.003219863139577591,-0.07576428759499813,0.03649789688049561,0.0069858200106858535,0.0006794206123877412,0.00952888278289515,0.003089156503498141,0.14516350367232655,720
0.14512748895226524,0.09917422378306581,0.006989888434644597,0.01749829978356448,0.008782660674002112,0.0032188868118211474,-0.07572827287492054,0.036489735703819644,0.006992533008516868,0.000680868791243191,0.009527906455140178,0.0030901328312560846,0.14512748895226524,780
0.14509148275015185,0.09914637643221832,0.006991336647181817,0.017491116698806257,0.008781212461468717,0.0032179110453078377,-0.07569226667279084,0.03648157685255176,0.006999243647259552,0.0006823170037788786,0.00952693068862834,0.0030911085977708913,0.14509148275015185,840
0.14505548506790375,0.09911853527557478,0.0069927848923022375,0.01748393537861705,0.008779764216352121,0.003216935839886898,-0.07565626899052648,0.03647342032694526,0.007005951927757647,0.0006837652488977688,0.009525955483208868,0.003092083803193329,0.14505548506790375,900
0.14501949590743812,0.0990907003147984,0.006994233168912615,0.01747675582340172,0.008778315939745561,0.00321596119540739,-0.07562027983004457,0.03646526612725407,0.007012657850850474,0.0006852135255066171,0.009524980838730828,0.003093058447674334,0.14501949590743812,960
0.1449835152706715,0.09906287155155252,0.006995681475920698,0.017469578033564342,0.008776867632741296,0.0032149871117184317,-0.07558429919326172,0.03645711425373138,0.007019361417377086,0.0006866618325131711,0.00952400675504334,0.0030940325313647886,0.1449835152706715,1020
0.1449475431595206,0.09903504898750018,0.006997129812238708,0.017462402009509704,0.008775419296427103,0.003214013588668908,-0.07554832708209454,0.03644896470663086,0.0070260626281715925,0.0006881101688296531,0.009523033231995283,0.0030950060544158078,0.1449475431595206,1080
0.14491157957590134,0.09900723262430398,0.006998578176779779,0.017455227751642027,0.008773970931889849,0.0032130406261079306,-0.07551236349845904,0.036440817486205854,0.007032761484067531,0.0006895585333691955,0.009522060269435773,0.0030959790169782795,0.14491157957590134,1140
0.1448756245217293,0.09897942246362595,0.007000026568460527,0.01744805526036595,0.008772522540212914,0.0032120682238844403,-0.07547640844427078,0.03643267259270992,0.007039457985894699,0.0006910069250484175,0.009521087867213748,0.0030969514192032642,0.1448756245217293,1200
0.14483967799891992,0.09895161850712822,0.007001474986199817,0.017440884536085742,0.008771074122477433,0.0032110963818473867,-0.07544046192144516,0.0364245300263963,0.007046152134481013,0.0006924553427861808,0.00952011602517816,0.0030979232612418114,0.14483967799891992,1260
0.14480374000938812,0.09892382075647234,0.0070029234289186405,0.017433715579206005,0.00876962567976242,0.003210125099845632,-0.07540452393189714,0.03641638978751844,0.007052843930652021,0.0006939037855034795,0.00951914474317787,0.003098894543245058,0.14480374000938812,1320
0.14476781055504884,0.09889602921332005,0.007004371895541217,0.017426548390131105,0.00876817721314365,0.0032091543777279714,-0.07536859447754167,0.03640825187632952,0.007059533375230339,0.0006953522521245316,0.009518174021061674,0.0030998652653642105,0.14476781055504884,1380
0.14473188963781594,0.0988682438793319,0.007005820384993898,0.01741938296926543,0.008766728723694774,0.0032081842153433124,-0.07533267356029254,0.03640011629308282,0.007066220469036328,0.0006968007415756887,0.00951720385867848,0.0031008354277503604,0.14473188963781594,1440
0.14469597725960373,0.0988404647561688,0.007007268896204829,0.017412219317013727,0.00876528021248765,0.003207214612540333,-0.07529676118206415,0.03639198303803177,0.00707290521288841,0.000698249252785096,0.009516234255876962,0.00310180503055483,0.14469597725960373,1500
0.14466007342232542,0.09881269184549121,0.0070087174281060925,0.017405057433779875,0.008763831680590186,0.0032062455691678963,-0.07526085734476964,0.03638385211142911,0.007079587607601755,0.0006996977846848373,0.009515265212505989,0.003102774073928756,0.14466007342232542,1560
0.14462417812789463,0.09878492514895926,0.007010165979631107,0.01739789731996876,0.008762383129068973,0.0032052770850746278,-0.0752249620503227,0.03637572351352835,0.007086267653989446,0.0007011463362083302,0.00951429672841418,0.0031037425580235137,0.14462417812789463,1620
0.14458829137822402,0.09875716466823259,0.00701161454971618,0.017390738975984685,0.008760934558987698,0.003204309160109181,-0.0751890753006359,0.03636759724458245,0.007092945352862211,0.0007025949062918818,0.009513328803450195,0.003104710482990448,0.14458829137822402,1680
0.14455241317522594,0.09872941040497056,0.007013063137300733,0.017383582402231933,0.008759485971406938,0.0032033417941203205,-0.07515319709762167,0.036359473304844465,0.007099620705027577,0.0007040434938749156,0.009512361437462794,0.003105677848980796,0.14455241317522594,1740
0.14451654352081267,0.09870166236083257,0.00701451174132466,0.01737642759911497,0.008758037367386808,0.0032023749869564554,-0.07511732744319224,0.03635135169456726,0.00710629371129279,0.0007054920978973229,0.00951139463030039,0.003106644656146148,0.14451654352081267,1800
0.14448068241689596,0.09867392053747724,0.007015960360732591,0.017369274567038292,0.008756588747982668,0.0032014087384662103,-0.07508146633925938,0.03634323241400396,0.007112964372460086,0.0007069407173037348,0.009510428381811603,0.0031076109046378796,0.14448068241689596,1860
0.14444482986538723,0.09864618493656321,0.007017408994469986,0.01736212330640616,0.008755140114249065,0.00320044304849809,-0.07504561378773453,0.03633511546340733,0.007119632689331244,0.0007083893510396125,0.009509462691844939,0.003108576594607485,0.14444482986538723,1920
0.14440898586819753,0.09861845555974871,0.007018857641485725,0.017354973817622764,0.008753691467237116,0.003199477916900701,-0.07500976979052867,0.03632700084303016,0.007126298662704585,0.0007098379980538325,0.009508497560249008,0.003109541726206359,0.14440898586819753,1980
0.14437315042723742,0.09859073240869126,0.007020306300731387,0.01734782610109294,0.00875224280799524,0.0031985133435223118,-0.07497393434955242,0.03631888855312556,0.0071329622933754295,0.0007112866572979796,0.009507532986872074,0.003110506299586231,0.14437315042723742,2040
0.1443373235444171,0.09856301548504866,0.007021754971158749,0.01734068015722053,0.008750794137571663,0.003197549328211507,-0.07493810746671604,0.03631077859394596,0.007139623582139571,0.0007127353277238255,0.009506568971562724,0.003111470314898519,0.1443373235444171,2100
0.14430150522164686,0.09853530479047833,0.00702320365172494,0.017333535986410152,0.008749345457009257,0.0031965858708164056,-0.07490228914392966,0.03630267096574409,0.0071462825297871424,0.0007141840082885005,0.00950560551416908,0.003112433772295103,0.14430150522164686,2160
0.14426569546083584,0.09850760032663682,0.007024652341387156,0.017326393589065965,0.008747896767350823,0.003195622971185564,-0.07486647938310255,0.03629456566877268,0.007152939137108233,0.0007156326979492018,0.009504642614539692,0.003113396671927427,0.14426569546083584,2220
0.14422989426389338,0.09847990209518055,0.007026101039106302,0.0173192529655925,0.008746448069635456,0.003194660629167259,-0.07483067818614396,0.03628646270328451,0.007159593404889135,0.0007170813956668358,0.00950368027252284,0.0031143590139472124,0.14422989426389338,2280
0.14419410163272836,0.09845221009776639,0.00702754974384612,0.017312114116393856,0.008744999364899416,0.0031936988446095295,-0.07479488555496287,0.03627836206953175,0.0071662453339139615,0.000718530100405141,0.009502718487966563,0.0031153207985064216,0.14419410163272836,2340
0.14415831756924896,0.09842452433604976,0.00702899845457063,0.017304977041874222,0.008743550654178684,0.003192737617360875,-0.07475910149146742,0.03627026376776706,0.007172894924966009,0.0007199788111281371,0.009501757260719362,0.003116282025756555,0.14415831756924896,2400
0.14412254207536343,0.09839684481168641,0.007030447170248922,0.017297841742438057,0.008742101938504165,0.003191776947269312,-0.07472332599756579,0.036262167798242935,0.007179542178823707,0.0007214275268049183,0.00950079659062925,0.0031172426958495977,0.14412254207536343,2460
0.1440867751529793,0.09836917152633175,0.007031895889849842,0.01729070821848938,0.008740653218907017,0.003190816834183001,-0.07468755907516561,0.036254074161211555,0.007186187096266033,0.0007228762464043282,0.00949983647754439,0.0031182028089373867,0.1440867751529793,2520
0.14405101680400384,0.0983415044816405,0.007033344612346533,0.017283576470432598,0.008739204496414098,0.0031898572779500245,-0.07465180072617408,0.036245982856925395,0.007192829678067356,0.0007243249688995081,0.009498876921312864,0.0031191623651718394,0.14405101680400384,2580
0.14401526703034398,0.09831384367926735,0.0070347933367138436,0.017276446498671886,0.008737755772050555,0.0031888982784185438,-0.0746160509524982,0.03623789388563679,0.007199469925000495,0.0007257736932653103,0.009497917921782832,0.003120121364704798,0.14401526703034398,2640
0.14397952583390636,0.09828618912086678,0.0070362420619286895,0.01726931830361139,0.008736307046839475,0.003187939835436433,-0.0745803097560445,0.036229807247597785,0.0072061078378365005,0.0007272224184786473,0.00949695947880217,0.003121079807688384,0.14397952583390636,2700
0.14394379321659684,0.0982585408080927,0.007037690786970644,0.01726219188565505,0.008734858321801289,0.0031869819488518484,-0.07454457713871897,0.036221722943060454,0.007212743417343715,0.0007286711435190935,0.009496001592219033,0.0031220376942744433,0.14394379321659684,2760
0.14390806918032134,0.09823089874259855,0.0070391395108215515,0.017255067245207437,0.008733409597954144,0.0031860246185126022,-0.07450885310242746,0.03621364097227719,0.007219376664287908,0.0007301198673684952,0.009495044261881235,0.003122995024615163,0.14390806918032134,2820
0.14387235372698498,0.09820326292603782,0.007040588232465711,0.01724794438267224,0.008731960876313746,0.0031850678442666477,-0.07447313764907507,0.03620556133549963,0.007226007579433135,0.000731568589011147,0.009494087487636726,0.003123951798862592,0.14387235372698498,2880
0.1438366468584929,0.09817563336006335,0.007042036950889615,0.01724082329845391,0.008730512157893602,0.003184111625961854,-0.07443743078056698,0.03619748403298009,0.007232636163540587,0.0007330173074335464,0.009493131269333379,0.0031249080171688597,0.1438366468584929,2940
0.1438009485767494,0.09814801004632775,0.007043485665081839,0.0172337039929563,0.008729063443705137,0.003183155963446073,-0.0744017324988075,0.03618940906497029,0.007239262417369982,0.0007344660216242647,0.009492175606819043,0.0031258636796861125,0.1438009485767494,3000
0.14376525888365912,0.09812039298648384,0.007044934374033583,0.017226586466583396,0.008727614734757149,0.0031822008565670916,-0.07436604280570121,0.036181336431722,0.0072458863416783445,0.0007359147305745033,0.009491220499941506,0.003126818786566565,0.14376525888365912,3060
